team,week,season,ol_continuity_full,ol_continuity_count,ol_position_shifts,ol_snaps_together_last3,center_missing,left_tackle_missing
BAL,5,2025,0,4,0,0.3,0,0
BUF,5,2025,0,1,3,0.3,1,0
CAR,5,2025,0,2,2,0.3,0,0
CIN,5,2025,0,3,2,0.3,0,0
CLE,5,2025,0,4,0,0.3,0,0
DAL,5,2025,0,2,2,0.3,0,0
DEN,5,2025,0,3,2,0.3,0,0
DET,5,2025,0,0,0,0.0,0,0
HOU,5,2025,0,3,0,0.3,0,0
IND,5,2025,0,4,0,0.3,0,0
JAX,5,2025,0,0,0,0.0,0,0
KC,5,2025,1,5,0,0.8,0,0
LA,5,2025,0,0,0,0.0,0,0
LAC,5,2025,0,2,1,0.3,0,0
LV,5,2025,0,2,2,0.3,0,0
MIA,5,2025,0,0,0,0.0,0,0
MIN,5,2025,0,0,4,0.3,1,0
NE,5,2025,0,0,0,0.0,0,0
NO,5,2025,1,5,0,0.8,0,0
NYG,5,2025,0,0,0,0.0,0,0
NYJ,5,2025,0,0,0,0.0,0,0
PHI,5,2025,0,4,0,0.3,0,0
SEA,5,2025,1,5,0,0.8,0,0
SF,5,2025,0,0,0,0.0,0,0
TB,5,2025,1,5,0,0.8,0,0
TEN,5,2025,0,0,0,0.0,0,0
WAS,5,2025,1,5,0,0.8,0,0
ARI,6,2025,0,0,0,0.0,0,0
ATL,6,2025,0,0,0,0.0,0,0
BAL,6,2025,0,4,0,0.3,0,0
BUF,6,2025,1,5,0,0.8,1,0
CAR,6,2025,0,3,1,0.3,0,0
CHI,6,2025,0,0,0,0.0,0,0
CIN,6,2025,0,4,0,0.3,0,0
CLE,6,2025,0,2,2,0.3,0,0
DAL,6,2025,0,3,1,0.3,0,0
DEN,6,2025,0,1,3,0.3,0,0
DET,6,2025,0,0,0,0.0,0,0
GB,6,2025,0,2,2,0.3,0,0
IND,6,2025,1,5,0,0.8,0,0
JAX,6,2025,0,0,0,0.0,0,0
KC,6,2025,0,0,0,0.0,0,0
LA,6,2025,0,0,0,0.0,0,0
LAC,6,2025,0,2,2,0.3,0,0
LV,6,2025,0,2,2,0.3,0,0
MIA,6,2025,0,0,0,0.0,0,0
NE,6,2025,0,0,0,0.0,0,0
NO,6,2025,0,0,0,0.0,0,0
NYG,6,2025,0,0,0,0.0,0,0
NYJ,6,2025,0,0,0,0.0,0,0
PHI,6,2025,0,0,0,0.0,0,0
PIT,6,2025,0,3,2,0.3,0,0
SEA,6,2025,1,5,0,0.8,0,0
SF,6,2025,0,0,0,0.0,0,0
TB,6,2025,0,3,2,0.3,0,0
TEN,6,2025,0,0,0,0.0,0,0
WAS,6,2025,0,1,4,0.3,0,0
ARI,7,2025,0,0,0,0.0,0,0
ATL,7,2025,0,0,0,0.0,0,0
CAR,7,2025,0,0,0,0.0,0,0
CHI,7,2025,0,0,0,0.0,0,0
CIN,7,2025,1,5,0,0.8,0,0
CLE,7,2025,0,3,2,0.3,0,0
DAL,7,2025,0,3,1,0.3,0,0
DEN,7,2025,0,4,0,0.3,0,0
DET,7,2025,0,2,2,0.3,0,0
GB,7,2025,0,3,2,0.3,0,0
HOU,7,2025,0,1,2,0.3,0,0
IND,7,2025,1,5,0,0.8,0,0
JAX,7,2025,0,0,0,0.0,0,0
KC,7,2025,0,0,0,0.0,0,0
LA,7,2025,0,0,0,0.0,0,0
LAC,7,2025,0,1,4,0.3,0,0
LV,7,2025,0,3,2,0.3,0,0
MIA,7,2025,0,0,0,0.0,0,0
MIN,7,2025,0,2,1,0.3,1,0
NE,7,2025,0,0,0,0.0,0,0
NO,7,2025,0,0,0,0.0,0,0
NYG,7,2025,0,0,0,0.0,0,0
NYJ,7,2025,0,0,0,0.0,0,0
PHI,7,2025,0,2,2,0.3,0,0
PIT,7,2025,0,3,2,0.3,0,0
SEA,7,2025,1,5,0,0.8,0,0
SF,7,2025,0,0,0,0.0,0,0
TB,7,2025,0,4,0,0.3,0,0
TEN,7,2025,0,2,2,0.3,0,0
WAS,7,2025,0,4,0,0.3,0,0
ATL,8,2025,0,0,0,0.0,0,0
BAL,8,2025,0,3,2,0.3,0,0
BUF,8,2025,0,3,2,0.3,1,0
CAR,8,2025,0,2,2,0.3,0,0
CHI,8,2025,0,0,0,0.0,0,0
CIN,8,2025,0,2,2,0.3,0,0
CLE,8,2025,0,2,2,0.3,0,0
DAL,8,2025,1,5,0,0.8,0,0
DEN,8,2025,1,5,0,0.8,0,0
GB,8,2025,0,3,2,0.3,0,0
HOU,8,2025,1,5,0,0.8,0,0
IND,8,2025,1,5,0,0.8,0,0
KC,8,2025,0,0,0,0.0,0,0
LAC,8,2025,0,3,0,0.3,0,0
MIA,8,2025,0,0,0,0.0,0,0
MIN,8,2025,0,2,1,0.3,1,0
NE,8,2025,0,0,0,0.0,0,0
NO,8,2025,0,4,0,0.3,0,0
NYG,8,2025,0,0,0,0.0,0,0
NYJ,8,2025,0,0,0,0.0,0,0
PHI,8,2025,0,2,2,0.3,0,0
PIT,8,2025,1,5,0,0.8,0,0
SF,8,2025,0,0,0,0.0,0,0
TB,8,2025,0,3,1,0.3,0,0
TEN,8,2025,1,5,0,0.8,0,0
WAS,8,2025,0,2,2,0.3,0,0
